LONG,LAT,Region,Program,Address,Phone,Website,Description,Taking New Referrals,Population,Services,Language,FID,x,y
-116.296,32.66833,East,CRF CROSSROAD FAM THERAPY FSP,"39639 Old Hwy 80, Boulevard, CA 91905",1619441190,,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish, Arabic",493,-12946011.2363128,3851363.27060683
-116.296,32.66833,East,CRF CROSSROADS MHSA FSP,"39639 Old Hwy 80, Boulevard, CA 91905",1619441190,www.crfbehavioralhealthcare.org,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",494,-12946011.2363128,3851363.27060683
-116.296,32.66833,East,CRF HEARTLAND CTR (A/OA) MHSA,"39639 Old Hwy 80, Boulevard, CA 91905",6194405133,,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",495,-12946011.2363128,3851363.27060683
-116.296,32.66833,East,SDCC EAST OP LA MESA FSP MHSA,"39639 Old Hwy 80, Boulevard, CA 91905",6196686200,centerforchildren.org,"Outpatient specialty mental health services, individual/group/family therapy, rehabilitation, crisis intervention, case management and enhanced services.",Yes,"Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",496,-12946011.2363128,3851363.27060683
-116.2956,32.66764,East,CRF CROSSROADS MHSA FSP,"39639 Old Hwy, Boulevard, CA 91905",1619441190,www.crfbehavioralhealthcare.org,"Crossroads Family Center is located in El Cajon and serves children, youth and families residing in the East region including school and home-based services in the rural Back-Country communities of San Diego County. The program provides a full range of services to children and youth identified as having Serious Emotional Disturbance (SED). Services are family-driven, and all family members actively participate in service planning and delivery. Family members include any caregiver or significant members in the child or youth’s life. We provide services in the community, home, school, and the clinic to ensure services are accessible and convenient.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","Hebrew, English",497,-12945967.0726965,3851271.46117268
-117.1916,32.75006,North Central,Fee-For-Service,"3990 Old Town Ave Ste B100, San Diego, CA 92110",(619)405-5916,,,,"Preschool 3-5
Children 6-12
Adolescents 13-17
Transitional Youth 18-22
Adults 23-59","Family Therapy
Individual Therapy
Outpatient Treatment",English,498,-13045713.1481071,3862176.04840879
-117.1916,32.75006,Countywide,SURVIVORS OF TORTURE,"3990 OLD TOWN AVE, SAN DIEGO, CA 92110",6192782400,,"Survivors of Torture, International helps survivors of torture who were forced to flee their home countries in search of a safe place to rebuild their lives.",Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish, Farsi, Arabic",499,-13045713.1481071,3862176.04840879
-117.2539,33.19061,Central,UPAC CMH FSP MHSA,"400 S Melrose dr, vista, CA 92081",619-232-6454,https://www.upacsd.com,"Program consists of three components: 1) provides prevention and early intervention services to children at risk due to gang violence and to their families, 2) provides community response team services, and 3) provides mental health counseling services.",Yes,Transition Age Youth (16-25),"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Home-Based Services,
Medication Support Services","English, Spanish",500,-13052641.740071,3920631.02550387
-117.092,32.70403,North Central,Vista Hill TRC Lincoln HS IOS,"4777 Imperial Ave, San Diego, CA 92113",6197957232,,SUD Outpatient (TRC N Central),Yes,,Intensive Outpatient Treatment,"English, Spanish",501,-13034619.587402,3856083.84230132
-117.092,32.70403,Countywide,Vista Hill TRC Lincoln HS OS,"4777 Imperial Ave, San Diego, CA 92113",6197957232,,SUD Residential (New Entra Casa),Yes,,Outpatient Treatment,English,502,-13034619.587402,3856083.84230132
-117.1756,32.83212,Countywide,CRF MAST FAMILY THERAPY FSP,"4833 Doliva Rd, San Diego, CA 92117",6193983261,http://www.comresearch.org,"Mental Health assessment and treatment services for students  and their  families at the Momentum Learning School sites, home,  and office/clinic location.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,503,-13043933.0146484,3873041.20346817
-117.1756,32.83212,Countywide,CRF MAST MHSA FSP,"4833 Doliva Rd, San Diego, CA 92117",619-398-3261,http://www.crfbehavioralhealthcare.org,"Mental Health assessment and treatment services for students  and their  families at the Momentum Learning School sites, home,  and office/clinic location.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish, Farsi",504,-13043933.0146484,3873041.20346817
-117.1459,32.83023,North Central,Fee-For-Service,"4849 Ronson Court Suite 207, San Diego, CA 92111",(844)737-3638,,,,"Adolescents 13-17
Transitional Youth 18-22
Adults 23-59
Older Adults 60+","Individual Therapy
Outpatient Treatment",English,505,-13040617.3462214,3872792.05486646
-117.0896,32.75303,"Central, North Central",CRF DOUGLAS YOUNG MHSA FSP,"4877 Orange Ave, San Diego, CA 92105",8583008282,crfbehavioralhealthcare.org,"Provides FSP enhanced outpatient Mental Health diagnostic and treatment services to children/adolescents and their families in the Central/North Central Regions of San Diego. Services include dual diagnosis enhanced individual, family and group therapy, case management, rehabilitative services, Intensive care coordination (ICC), Intensive Home Based Services (IHBS), crisis intervention, medication management, & substance use/abuse and tobacco use services and is MHSA funded.",Yes,"Children (6-18),
Transition Age Youth (16-25),
Adult (18+)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,506,-13034358.0029052,3862567.86642501
-117.0896,32.75303,"Central, North Central",CRF DOUGLAS YOUNG MHSA FSP,"4877 Orange Ave, San Diego, CA 92115",8583008282,crfbehavioralhealthcare.org,"Provides FSP enhanced outpatient Mental Health diagnostic and treatment services to children/adolescents and their families in the Central/North Central Regions of San Diego. Services include dual diagnosis enhanced individual, family and group therapy, case management, rehabilitative services, Intensive care coordination (ICC), Intensive Home Based Services (IHBS), crisis intervention, medication management, & substance use/abuse and tobacco use services and is MHSA funded.",Yes,"Children (6-18),
Transition Age Youth (16-25),
Adult (18+)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,507,-13034358.0029052,3862567.86642501
-117.0896,32.75303,"Central, North Central",CRF NUEVA VISTA MHSA FSP,"4877 Orange Ave, San Diego, CA 92115",1619585768,,"Provides FSP enhanced outpatient Mental Health diagnostic and treatment services to children/adolescents and their families in the Central/North Central Regions of San Diego. Services include dual diagnosis enhanced individual, family and group therapy, case management, rehabilitative services, Intensive care coordination (ICC), Intensive Home Based Services (IHBS), crisis intervention, medication management, & substance use/abuse and tobacco use services and is MHSA funded.",Yes,"Children (6-18),
Transition Age Youth (16-25),
Adult (18+)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",508,-13034358.0029052,3862567.86642501
-117.0896,32.75303,"Central, North Central",CRF DOUGLAS YOUNG MHSA FSP,"4877 Orange Avenue, San Diego, CA 92115",8583008282,crfbehavioralhealthcare.org,"Provides FSP enhanced outpatient Mental Health diagnostic and treatment services to children/adolescents and their families in the Central/North Central Regions of San Diego. Services include dual diagnosis enhanced individual, family and group therapy, case management, rehabilitative services, Intensive care coordination (ICC), Intensive Home Based Services (IHBS), crisis intervention, medication management, & substance use/abuse and tobacco use services and is MHSA funded.",Yes,"Children (6-18),
Transition Age Youth (16-25),
Adult (18+)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",509,-13034358.0029052,3862567.86642501
-117.0754,33.12687,North,CRF ESPERANZA CRISIS CENTER,"490 N GRAPE ST, ESCONDIDO, CA 92025",7609759939,,"Esperanza Crisis Center, located in Escondido is a Short-Term Acute Residential Treatment (START) crisis residential program that provides a voluntary, short-term alternative to psychiatric hospitalization in a home-like setting.",Yes,Adults 21+,"Crisis Residential Treatment Services,
Crisis Intervention,
Medication Support Services,
Mental Health Services","English, Spanish, Farsi",510,-13032774.057819,3912155.86095044
-117.304,33.2533,Countywide,TELECARE OLDER ADULT SBCM MHSA,"4923 VERDE DRIVE, OCEANSIDE, CA 92057",6194815200,,"Our ACT teams provide intensive, community-based mental health, behavioral health, and social services for individuals with mental illness, substance use, unemployment, homelessness, or other major life challenges. Our teams include trained peer support specialists, case managers, and clinicians.",Yes,Older Adult (60+),"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,511,-13058226.7389377,3928973.72921879
-117.2588,33.17337,North Coastal,NCL TRC Madison Middle School IOS,"4930 Lake Blvd, Oceanside, CA 92056",7608426280,www.nclifeline.org,,Yes,,Intensive Outpatient Treatment,English,512,-13053193.7852753,3918338.14637198
-117.2588,33.17337,North Coastal,NCL TRC Madison Middle School OS,"4930 Lake Blvd, Oceanside, CA 92056",7608426280,www.nclifeline.org,,Yes,,Outpatient Treatment,"English, Spanish",513,-13053193.7852753,3918338.14637198
-117.2029,32.77049,Countywide,TELECARE MH COLLABOR CRT MHSA,"4930 NAPLES ST, 1ST FL, SAN DIEGO, CA 92110",6194815200,,"The San Diego MHCC program is an active partnership between Telecare and the County of San Diego, superior court, the public defender and district attorney’s offices, and the probation department. Members are able to begin ACT services as soon as they are released from jail and are required to commit to the program for 18 months in order to participate. The primary focus of the program is to ensure members are set up with the proper resources and tools they will need to move forward without re-offending.",Yes,"Adult (18+),
Older Adult (60+)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",514,-13046964.16747,3864879.65585075
-117.2029,32.77049,North Central,FHCSD Solutions for Recovery North IOS,"4930 Naples st, San Diego, CA 92110",6192698969,www.fhcsd.org,,Yes,,Intensive Outpatient Treatment,"English, Spanish, Tagalog",515,-13046964.16747,3864879.65585075
-117.2029,32.77049,North Central,FHCSD Solutions for Recovery North IOS AWM,"4930 Naples St, San Diego, CA 92110",6192698969,www.fhcsd.org,,Yes,,Intensive Outpatient Treatment,"English, Spanish, Tagalog",516,-13046964.16747,3864879.65585075
-117.2029,32.77049,North Central,FHCSD Solutions for Recovery North OS,"4930 Naples St, San Diego, CA 92110",6192698969,www.fhcsd.org,,Yes,,Outpatient Treatment,"English, Spanish, Tagalog",517,-13046964.16747,3864879.65585075
-117.2029,32.77049,North Central,FHCSD Solutions for Recovery North OS AWM,"4930 Naples St, San Diego, CA 92110",6192698969,www.fhcsd.org,,Yes,,Outpatient Treatment,"English, Spanish, Tagalog",518,-13046964.16747,3864879.65585075
-117.0621,32.76808,Countywide,CRF MAST MHSA FSP,"4961 64th St, San Diego, CA 92115",619-398-3261,http://www.crfbehavioralhealthcare.org,"Mental Health assessment and treatment services for students  and their  families at the Momentum Learning School sites, home,  and office/clinic location.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,519,-13031292.0287706,3864560.48275432
-117.0619,32.76816,Countywide,CRF MAST MHSA FSP,"4961 64th Street, San Diego, CA 92115",619-398-3261,http://www.crfbehavioralhealthcare.org,"Mental Health assessment and treatment services for students  and their  families at the Momentum Learning School sites, home,  and office/clinic location.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,520,-13031275.0427643,3864571.59306498
-117.0621,32.76808,Countywide,CRF MAST MHSA FSP,"4961 64th Street, San Diego, CA 92115",619-398-3261,http://www.crfbehavioralhealthcare.org,"Mental Health assessment and treatment services for students  and their  families at the Momentum Learning School sites, home,  and office/clinic location.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services","English, Spanish, Farsi",521,-13031292.0287706,3864560.48275432
-117.0371,32.76934,East,Vista Hill ParentCare FRC East IOS,"4990 Williams Ave, La Mesa, CA 91942",6196684200,vistahill.org,,Yes,,Intensive Outpatient Treatment,"English, Spanish",522,-13028510.5702413,3864727.13851415
-117.0371,32.76934,East,Vista Hill ParentCare FRC East OS,"4990 Williams Ave, La Mesa, CA 91942",6196684200,vistahill.org,,Yes,,Outpatient Treatment,"English, Spanish",523,-13028510.5702413,3864727.13851415
-117.1303,32.71077,"Central, North Central",YMCA TIDES FSP MHSA,"500 30th Street, San Diego, CA 92102",619-914-2391,yfs.ymca.org,"County funded FSP Program that offers support to youth and their families by providing a variety of counseling services. Works with students ages 5-21, and their families, who are struggling with emotional or behavioral problems at school, home or in community. Provides individual counseling, family counseling, group counseling, crisis intervention, medication evaluation, medication monitoring, case management. Provides services at designated school sites & community clinic.",Yes,"Young Children (0-5),
Children (6-18),
Transition Age Youth (16-25),
Adult (18+)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,524,-13038882.2256793,3856976.09910456
-116.9678,32.80884,East,Fee-For-Service,"500 Fesler St Ste 205, El Cajon, CA 92020",(619)579-9346,,,,"Adults 23-59
Older Adults 60+","Individual Therapy
Outpatient Treatment",English,525,-13020797.2247871,3869957.79236647
-117.0227,32.66875,South,Fee-For-Service,"5012 Central Ave Ste F, Bonita, CA 91902",(619)636-0909,,,,"Children 6-12
Adolescents 13-17
Transitional Youth 18-22
Adults 23-59
Older Adults 60+","Family Therapy
Group Therapy
Individual Therapy
Outpatient Treatment",English,526,-13026911.3377496,3851417.75126764
-117.0227,32.66875,South,Fee-For-Service,"5012 Central Ave STE F, Bonita, CA 91902",(619)636-0909,,,,"Infants 0-3
Preschool 3-5
Children 6-12
Adolescents 13-17
Transitional Youth 18-22
Adults 23-59
Older Adults 60+","Family Therapy
Group Therapy
Individual Therapy
Outpatient Treatment",English,527,-13026911.3377496,3851417.75126764
-117.0833,32.68507,South,Fee-For-Service,"502 Euclid Ave Ste 305, National City, CA 91950",(619)472-2600,,,,"Transitional Youth 18-22
Adults 23-59
Older Adults 60+","Inpatient Treatment
Medication Evaluation & Management
Outpatient Treatment","English, Spanish, Portuguese",528,-13033653.9329446,3853575.99287184
-117.2523,33.19614,North Coastal,TURN North County Center for Change IOS,"504 W Vista Way, Vista, CA 92083",7609401836,,,Yes,,Intensive Outpatient Treatment,English,529,-13052463.387005,3921367.33886949
-117.2523,33.19614,North Coastal,TURN North County Center for Change OS,"504 W Vista Way, Vista, CA 92083",7609401836,https://turnbhs.org,,Yes,,Outpatient Treatment,"English, Tagalog",530,-13052463.387005,3921367.33886949
-116.951,32.80049,East,Fee-For-Service,"505 N Mollison Ave, El Cajon, CA 92021",(619)704-3229,,,,"Transitional Youth 18-22
Adults 23-59
Older Adults 60+","Family Therapy
Home Visits
Individual Therapy
Medication Evaluation & Management
Outpatient Treatment",English,531,-13018921.9696931,3868852.36741146
-117.1826,32.83599,"Central, North Central",SDUSD CITY SCHOOLS OP,"5050 Conrad Ave, San Diego, CA 92117",8585732227,www.sandiegounified.org,"Outpatient therapy, Individual –Group and Family therapy, Case management, Family partners, Pathways to Well-Being- intensive care coordination, School based therapy, Medication services",Yes,"Young Children (0-5),
Children (6-18),
Adolescent (12-17),
Transition Age Youth (16-25)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,532,-13044702.4807331,3873554.17308795
-117.0864,32.7122,Central,UPAC CMH FSP MHSA,"5050 Guymon Ave, San Diego, CA 92102",619-232-6454,https://www.upacsd.com,"Program consists of three components: 1) provides prevention and early intervention services to children at risk due to gang violence and to their families, 2) provides community response team services, and 3) provides mental health counseling services.",Yes,Transition Age Youth (16-25),"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Home-Based Services,
Medication Support Services",English,533,-13033993.6530703,3857165.35907684
-117.1751,32.83767,"Central, North Central",CRF DOUGLAS YOUNG MHSA FSP,"5095 Arvinels Ave, San Diego, CA 92117",8583008282,crfbehavioralhealthcare.org,"Provides FSP enhanced outpatient Mental Health diagnostic and treatment services to children/adolescents and their families in the Central/North Central Regions of San Diego. Services include dual diagnosis enhanced individual, family and group therapy, case management, rehabilitative services, Intensive care coordination (ICC), Intensive Home Based Services (IHBS), crisis intervention, medication management, & substance use/abuse and tobacco use services and is MHSA funded.",Yes,"Children (6-18),
Transition Age Youth (16-25),
Adult (18+)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,534,-13043875.262227,3873776.55110545
-117.1751,32.83767,"Central, North Central",CRF NUEVA VISTA MHSA FSP,"5095 Arvinels Ave, San Diego, CA 92117",1619585768,,"Provides FSP enhanced outpatient Mental Health diagnostic and treatment services to children/adolescents and their families in the Central/North Central Regions of San Diego. Services include dual diagnosis enhanced individual, family and group therapy, case management, rehabilitative services, Intensive care coordination (ICC), Intensive Home Based Services (IHBS), crisis intervention, medication management, & substance use/abuse and tobacco use services and is MHSA funded.",Yes,"Children (6-18),
Transition Age Youth (16-25),
Adult (18+)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",535,-13043875.262227,3873776.55110545
-117.1751,32.83767,"Central, North Central",CRF DOUGLAS YOUNG MHSA FSP,"5095 Arvinels Avenue, San Diego, CA 92117",8583008282,crfbehavioralhealthcare.org,"Provides FSP enhanced outpatient Mental Health diagnostic and treatment services to children/adolescents and their families in the Central/North Central Regions of San Diego. Services include dual diagnosis enhanced individual, family and group therapy, case management, rehabilitative services, Intensive care coordination (ICC), Intensive Home Based Services (IHBS), crisis intervention, medication management, & substance use/abuse and tobacco use services and is MHSA funded.",Yes,"Children (6-18),
Transition Age Youth (16-25),
Adult (18+)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish",536,-13043875.262227,3873776.55110545
-116.9556,32.78769,East,Fee-For-Service,"510 E Washington Ave, El Cajon, CA 92020",(619)722-0014,,,,"Adults 23-59
Older Adults 60+","Group Therapy
Individual Therapy
Neuropsych. Testing
Outpatient Treatment
Psychological Testing",English,537,-13019434.947083,3867157.5503458
-117.0849,32.71034,Central,CO JFS NEXT MOVE SOUTHEASTERN BH LINK,"5101 MARKET ST STE 2100, SAN DIEGO, CA 92114",6195770231,optumsandiego.com,,Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,538,-13033831.4367103,3856919.57404807
-117.0849,32.71034,Central,CO JFS NEXT MOVE SOUTHEASTERN MHSA,"5101 MARKET STREET SUITE 2100, SAN DIEGO, CA 92114",6195770231,optumsandiego.com,,Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,539,-13033831.4367103,3856919.57404807
-117.0849,32.71034,South,CO SOUTHEAST CLINIC,"5101 Market Street, Suite 2300, San Diego, CA 92114",6195954400,,This facility provides Mental Health services in Southeast San Diego.,Yes,Adult (18+),"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Spanish, Tagalog",540,-13033831.4367103,3856919.57404807
-117.3002,33.27035,North,CENTER FOR POSITIVE CHANGES 5,"5104 ELIOT ST, OCEANSIDE, CA 92057",6192480552,,"We at Center For Positive Changes are here to provide support for the youth between the ages of 12 and 18 who are dealing with mental health conditions or family conflicts. We aim to offer the best possible care to help our clients to live a healthy, independent, and productive lifestyle.",Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,541,-13057794.4450777,3931243.30929968
-117.3002,33.27035,North,CENTER FOR POSITIVE CHANGES 5 AFTERCARE,"5104 ELIOT ST, OCEANSIDE, CA 92057",6192480552,,"We at Center For Positive Changes are here to provide support for the youth between the ages of 12 and 18 who are dealing with mental health conditions or family conflicts. We aim to offer the best possible care to help our clients to live a healthy, independent, and productive lifestyle.",Yes,All Ages,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,542,-13057794.4450777,3931243.30929968
-117.3002,33.27035,North,CPC POSITIVE CHANGES 5 STRTP,"5104 Eliot St, Oceanside, CA 92057",619-660-3886,,"We at Center For Positive Changes are here to provide support for the youth between the ages of 12 and 18 who are dealing with mental health conditions or family conflicts. We aim to offer the best possible care to help our clients to live a healthy, independent, and productive lifestyle.",Yes,Children 0-20,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Intensive Home-Based Services,
Medication Support Services",English,543,-13057794.4450777,3931243.30929968
-116.9932,32.70662,East,FHC COMM CIRCLE EAST FSP MHSA,"519 La Presa Ave, Spring Valley, CA 91977",619-255-7520,fhcsd.org,"Outpatient specialty mental health services, individual/group/family therapy, rehabilitation, crisis intervention, case management and enhanced services.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,544,-13023627.9427346,3856427.01001313
-117.1856,32.8568,North Central,Fee-For-Service,"5190 Governor Dr Ste 101, San Diego, CA 92122",(858)452-2233,,,,"Adults 23-59
Older Adults 60+","Individual Therapy
Outpatient Treatment",English,545,-13045043.0501591,3876311.95775917
-117.3825,33.19946,North Coastal,Fee-For-Service,"520 N Coast Hwy, Ste 103, Oceanside, CA 92054",(619)596-9890,,,,"Adolescents 13-17
Transitional Youth 18-22
Adults 23-59
Older Adults 60+","ECT (MD Only Including Consult)
Family Therapy
Group Therapy
Individual Therapy
Inpatient Treatment
Medication Evaluation & Management
Outpatient Treatment",English,546,-13066958.3954688,3921809.35222344
-117.1944,32.89118,North Central,Fee-For-Service,"5230 Carroll Canyon Rd Ste 316, San Diego, CA 92121",(858)735-2290,,,,"Infants 0-3
Preschool 3-5
Children 6-12
Adolescents 13-17
Transitional Youth 18-22
Adults 23-59","Family Therapy
Group Therapy
Individual Therapy
Outpatient Treatment
Psychological Testing",English,547,-13046025.6906227,3880868.57233056
-117.2525,33.19604,North,EXODUS VISTA BHL HLTH CSU MHSA,"524 W VISTA WAY, VISTA, CA 92083",7607581150,,"The Exodus Recovery community-based CSU is a welcoming, recovery focused environment where individuals in crisis can be assessed for stabilization services, medication evaluation and management, or hospitalization if necessary. All clients receive comprehensive mental health services for up to 24 hours while admitted to the unit.",Yes,All Ages,"Targeted Case Management,
Crisis Intervention,
Crisis Stabilization,
Mental Health Services","English, Spanish",548,-13052489.7153147,3921353.637231
-117.1547,32.77188,Central,CRF MISSION VALLEY IMPACT,"5333 MISSION CENTER RD STE105, SAN DIEGO, CA 92108",6199974510,,"This IMPACT program is located in MIssion Valley and serves individuals with serious mental illness in the central and north central region areas who are experiencing homelessness. Using multi-disciplinary teams, our Assertive Community Treatment (ACT) programs utilize the Substance Abuse and Mental Health Services Administration (SAMHSA) evidence-based ACT model to provide intensive mobile specialty behavioral health and supportive housing services. Our ACT services are evaluated by an external consultant to ensure high fidelity services.",Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Medication Support Services","American Sign Language, English, Spanish, Farsi",549,-13041600.8359853,3865064.4973881
-117.0812,32.74915,"Central, North Central",UPAC MIDTOWN CENTER,"5348 UNIVERSITY AVE, SAN DIEGO, CA 92105",6192292999,upacsd.com,"This program focuses on culturally appropriate programming to Southeast Asian refugees, immigrants, and other underserved populations and strives to help clients find self-reliance. Services provided at the Clubhouse include mental wellness workshops, traditional arts & crafts, music therapy, ESL and citizenship classes, employment coaching, health education, and support groups.",Yes,,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services","English, Mandarin Chinese, Tagalog, Spanish, Vietnamese",550,-13033414.430256,3862054.8702154
-117.0177,32.77683,East,Fee-For-Service,"5360 Jackson Dr Ste 112, La Mesa, CA 91942",(619)697-0934,,,,"Transitional Youth 18-22
Adults 23-59
Older Adults 60+","Family Therapy
Individual Therapy
Outpatient Treatment",English,551,-13026351.6488425,3865719.54661917
-117.0874,32.63533,South,SBCS BERRY CLINIC FSP MHSA,"540 G Street, Chula Vista, CA 91911",619-420-3620,,"School based delivery of culturally sensitive community based behavioral health services, prevention and early intervention designed to support improved social-emotional learning, behavior, and academic motivation for students through a safe and accessible environment.",Yes,"Young Children (0-5),
Children (6-18)","Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Intensive Care Coordination,
Medication Support Services",English,552,-13034114.253715,3847000.08426199
-117.1434,32.83324,Central,TELECARE KEARNY VISTA PSH,"5400 KEARNY MESA RD, SAN DIEGO, CA 92111",6197172363,,"At Kearny Vista Permanent Supportive Housing (PSH), we are here to help you maintain housing stability and thrive in your community.",Yes,All Ages,"Day Rehabilitation,
Targeted Case Management,
Crisis Intervention,
Mental Health Services,
Medication Support Services","English, Spanish",553,-13040347.2687215,3873189.78547055
-117.0852,32.68424,South,Fee-For-Service,"541 S V Ave, National City, CA 91950",(619)327-4174,,,,"Adults 23-59
Older Adults 60+","Group Therapy
Individual Therapy
Inpatient Treatment
Neuropsych. Testing
Outpatient Treatment
Psychological Testing",English,554,-13033865.4087229,3853466.50735433
-117.0852,32.68424,South,Fee-For-Service,"541 S V Ave, National City, CA 91950",(619)722-0014,,,,"Adults 23-59
Older Adults 60+","Group Therapy
Individual Therapy
Inpatient Treatment
Neuropsych. Testing
Outpatient Treatment
Psychological Testing",English,555,-13033865.4087229,3853466.50735433
